BIC Scores from Folder,BIC Values from Specific File,MIX_MF
4042.0769,4076.933,-34.8561
8494.1799,8525.674,-31.4941
12229.4269,12245.908,-16.4811
7708.9493,7751.246,-42.2967
11166.1106,11201.26,-35.1494
4345.1937,4364.257,-19.0633
4482.6017,4506.93,-24.3283
4777.4391,4841.706,-64.2669
1785.0591,1908.838,-123.7789
4589.2233,4634.204,-44.9807
2956.828,2972.68,-15.852
4218.1209,4244.039,-25.9181
5879.741,5925.612,-45.871
6308.7822,6336.173,-27.3908
2347.9824,2366.24,-18.2576
2230.2094,2233.564,-3.3546
4007.6406,4053.485,-45.8444
6445.5605,6557.16,-111.5995
2244.525,2256.855,-12.33
8314.3033,8348.952,-34.6487
12231.6078,12292.776,-61.1682
8551.5029,8585.228,-33.7251
6722.4228,6769.061,-46.6382
3998.8564,4028.333,-29.4766
2954.9047,2963.815,-8.9103
5778.6066,5783.954,-5.3474
4548.181,4562.735,-14.554
4037.5132,4060.047,-22.5338
20044.761,20097.928,-53.167
5287.3989,5292.949,-5.5501
2927.12,2942.246,-15.126
4494.2228,4507.674,-13.4512
14155.2184,14263.032,-107.8136
3845.1366,3857.301,-12.1644
4322.9885,4360.996,-38.0075
2458.1531,2473.468,-15.3149
3658.6971,3661.916,-3.2189
10188.9155,10214.585,-25.6695
4065.2679,4088.193,-22.9251
4519.989,4534.77,-14.781
6281.7722,6333.277,-51.5048
5023.3984,5051.847,-28.4486
4199.1993,4211.84,-12.6407
3674.4457,3689.131,-14.6853
2792.6587,2813.505,-20.8463
4989.921,5010.611,-20.69
6251.3366,6275.336,-23.9994
1233.903,1253.159,-19.256
2871.3869,2912.1,-40.7131
2421.2014,2439.655,-18.4536
3754.7601,3773.445,-18.6849
6368.9252,6386.058,-17.1328
11121.1345,11179.015,-57.8805
2779.5179,2819.966,-40.4481
2080.0351,2105.144,-25.1089
3430.912,3463.206,-32.294
3686.7853,3698.145,-11.3597
2452.7913,2486.129,-33.3377
5881.7812,5898.556,-16.7748
5039.1153,5043.276,-4.1607
4925.8232,4957.118,-31.2948
5463.5766,5514.985,-51.4084
2434.0057,2444.893,-10.8873
12601.3558,12621.079,-19.7232
6017.6113,6032.374,-14.7627
935.2007,1021.063,-85.8623
38904.1463,39201.221,-297.0747
3537.4043,3548.143,-10.7387
2724.5667,2743.888,-19.3213
4930.3242,4940.285,-9.9608
3610.6815,3622.053,-11.3715
21651.7312,21732.304,-80.5728
4641.0576,4678.76,-37.7024
5818.0131,5874.363,-56.3499
4688.9936,4695.305,-6.3114
2818.4552,2865.721,-47.2658
8065.0472,8102.589,-37.5418
4530.632,4542.917,-12.285
7002.2266,7031.895,-29.6684
3258.2272,3264.754,-6.5268
4856.1804,4859.828,-3.6476
5880.5487,5891.837,-11.2883
5549.6213,5579.432,-29.8107
11977.6896,11994.271,-16.5814
2240.9274,2241.504,-0.5766
3668.654,3691.934,-23.28
4238.4316,4254.116,-15.6844
1817.4153,1892.88,-75.4647
4990.149,5038.353,-48.204
5801.127,5807.814,-6.687
2678.2284,2678.809,-0.5806
5904.9698,5927.484,-22.5142
9371.1976,9436.35,-65.1524
15278.1076,15369.461,-91.3534
4396.8268,4489.858,-93.0312
7398.667,7411.119,-12.452
5741.6537,5757.815,-16.1613
2231.2796,2261.791,-30.5114
1635.5095,1658.945,-23.4355
5632.3567,5651.651,-19.2943
4749.9274,4753.858,-3.9306
1442.1543,1449.776,-7.6217
7567.3171,7573.553,-6.2359
9502.9766,9536.869,-33.8924
3914.6623,3917.734,-3.0717
5449.1668,5478.002,-28.8352
10790.0728,10827.201,-37.1282
5047.842,5070.919,-23.077
1632.0133,1639.301,-7.2877
14393.7319,14473.13,-79.3981
3299.5937,3302.989,-3.3953
2212.4983,2215.869,-3.3707
16303.1783,16370.903,-67.7247
5499.417,5517.566,-18.149
4030.6323,4040.406,-9.7737
2036.8073,2044.379,-7.5717
4645.8772,4650.398,-4.5208
4401.6773,4409.891,-8.2137
3625.257,3632.437,-7.18
2176.5439,2216.743,-40.1991
7545.1064,7573.368,-28.2616
7405.8781,7419.656,-13.7779
2097.8456,2119.513,-21.6674
3061.7302,3063.305,-1.5748
3046.6186,3082.114,-35.4954
13696.0661,13740.186,-44.1199
1463.5362,1515.345,-51.8088
4529.1718,4576.863,-47.6912
6656.8235,6695.327,-38.5035
4717.725,4767.581,-49.856
2483.0603,2504.976,-21.9157
2893.2059,2911.424,-18.2181
4301.8422,4327.411,-25.5688
3955.4469,3971.349,-15.9021
7213.0101,7228.123,-15.1129
1480.5715,1539.261,-58.6895
10568.805,10609.92,-41.115
8329.4165,8343.233,-13.8165
19060.9212,19143.695,-82.7738
4471.8987,4485.935,-14.0363
9599.5603,9674.847,-75.2867
2047.4959,2059.946,-12.4501
9413.0499,9472.655,-59.6051
5592.0891,5613.506,-21.4169
15618.3574,15649.661,-31.3036
5678.8772,5709.433,-30.5558
7842.2967,7853.036,-10.7393
1225.485,1318.279,-92.794
15914.1735,15943.284,-29.1105
1531.6598,1579.946,-48.2862
6745.0187,6796.204,-51.1853
779.7961,955.247,-175.4509
3373.7851,3380.036,-6.2509
6520.57,6540.566,-19.996
1523.6143,1531.756,-8.1417
4237.0662,4262.256,-25.1898
15903.8102,15959.827,-56.0168
2949.3234,2952.781,-3.4576
930.8726,1017.246,-86.3734
3640.4417,3672.843,-32.4013
2729.0278,2754.074,-25.0462
2832.0838,2885.054,-52.9702
2428.5666,2460.153,-31.5864
3265.0618,3306.067,-41.0052
942.8566,1045.504,-102.6474
1681.202,1780.384,-99.182
1882.5321,1951.081,-68.5489
4390.9599,4421.421,-30.4611
2045.9591,2148.155,-102.1959
1972.5879,2102.907,-130.3191
3426.3268,3431.049,-4.7222
1906.9089,1919.383,-12.4741
3377.0134,3411.143,-34.1296
1462.1153,1484.462,-22.3467
1566.5065,1652.125,-85.6185
3307.398,3312.193,-4.795
2538.601,2561.402,-22.801
12578.9116,12776.161,-197.2494
8817.1664,8838.926,-21.7596
21243.1461,21304.359,-61.2129
3322.9529,3351.796,-28.8431
5038.7722,5061.473,-22.7008
3746.9944,3764.859,-17.8646
5225.3715,5245.775,-20.4035
3470.1928,3474.608,-4.4152
3877.2509,3954.926,-77.6751
4778.6198,4793.226,-14.6062
6944.6957,6997.148,-52.4523
13438.3566,13477.32,-38.9634
7235.4384,7261.656,-26.2176
4316.6695,4330.398,-13.7285
2522.1554,2605.839,-83.6836
6557.7237,6584.101,-26.3773
9493.7502,9572.103,-78.3528
12578.5561,12673.341,-94.7849
3149.2361,3188.148,-38.9119
4266.0297,4284.174,-18.1443
3231.2841,3235.903,-4.6189
5823.9416,5865.562,-41.6204
3435.882,3449.527,-13.645
3640.5233,3655.225,-14.7017
6887.1899,6949.853,-62.6631
6682.9792,6724.989,-42.0098
14179.4093,14245.475,-66.0657
4888.0058,4890.476,-2.4702
1391.3373,1434.389,-43.0517
2024.5536,2040.301,-15.7474
6278.8266,6303.586,-24.7594
7655.5884,7688.142,-32.5536
6894.5405,6925.707,-31.1665
18370.535,18443.456,-72.921
1042.6128,1107.033,-64.4202
999.6227,1074.354,-74.7313
5134.7283,5168.752,-34.0237
2494.1681,2500.315,-6.1469
5668.4241,5734.722,-66.2979
8034.962,8097.407,-62.445
3940.7162,3965.134,-24.4178
8718.4379,8763.051,-44.6131
8681.0486,8717.608,-36.5594
3501.6469,3523.177,-21.5301
5567.0887,5591.685,-24.5963
1345.9699,1355.738,-9.7681
3584.5323,3614.135,-29.6027
6066.4817,6075.242,-8.7603
7624.3834,7656.284,-31.9006
2467.4776,2472.501,-5.0234
2398.2684,2462.043,-63.7746
8686.3776,8747.415,-61.0374
2359.5928,2387.732,-28.1392
3968.884,3974.39,-5.506
3158.3535,3161.644,-3.2905
5590.7826,5604.628,-13.8454
1794.1384,1803.476,-9.3376
3691.5453,3740.684,-49.1387
18265.9386,18323.86,-57.9214
8724.8503,8726.624,-1.7737
6667.8357,6715.674,-47.8383
3073.5159,3078.572,-5.0561
3239.0322,3242.611,-3.5788
3931.62,3943.982,-12.362
5665.1425,5684.6,-19.4575
4668.2325,4691.548,-23.3155
7169.0323,7188.786,-19.7537
17028.1789,17067.749,-39.5701
7338.6407,7417.226,-78.5853
3360.1836,3364.16,-3.9764
3031.089,3070.158,-39.069
9745.0567,9808.894,-63.8373
908.095,942.612,-34.517
7525.944,7582.589,-56.645
6489.8396,6515.158,-25.3184
25774.7774,25876.552,-101.7746
7107.427,7121.949,-14.522
8455.4813,8481.676,-26.1947
6345.0643,6390.928,-45.8637
6213.4362,6241.457,-28.0208
4089.0806,4097.865,-8.7844
7573.9784,7621.711,-47.7326
16461.0664,16545.272,-84.2056
3229.2316,3247.949,-18.7174
7725.7363,7760.054,-34.3177
2899.3118,2958.17,-58.8582
2122.4245,2168.578,-46.1535
9437.3374,9482.565,-45.2276
8920.1039,8937.566,-17.4621
7707.1548,7719.125,-11.9702
11313.6978,11336.551,-22.8532
18626.5838,18778.494,-151.9102
12593.2454,12648.283,-55.0376
15367.5644,15432.741,-65.1766
1861.8015,1888.987,-27.1855
6523.7348,6591.432,-67.6972
6008.3132,6086.046,-77.7328
5492.0046,5531.023,-39.0184
7393.5955,7400.321,-6.7255
4926.0342,4944.72,-18.6858
2336.5884,2370.552,-33.9636
2866.3378,2872.484,-6.1462
9540.6747,9608.773,-68.0983
8564.9898,8586.599,-21.6092
3870.1136,3884.894,-14.7804
12321.4177,12409.226,-87.8083
2294.1136,2307.459,-13.3454
2496.1215,2520.738,-24.6165
872.3632,927.778,-55.4148
4843.6154,4880.084,-36.4686
2855.1433,2863.309,-8.1657
3886.0385,3890.411,-4.3725
2534.127,2574.708,-40.581
3471.6879,3486.815,-15.1271
4933.6564,4956.641,-22.9846
5394.0494,5414.98,-20.9306
12958.5811,12978.581,-19.9999
4212.5962,4222.094,-9.4978
3984.1582,4033.662,-49.5038
4564.6019,4614.522,-49.9201
4520.2531,4547.672,-27.4189
8359.8168,8394.717,-34.9002
8303.4704,8370.812,-67.3416
4509.2574,4531.965,-22.7076
7383.6095,7411.991,-28.3815
9161.1888,9185.422,-24.2332
5117.9906,5134.762,-16.7714
3946.5498,3955.68,-9.1302
4500.8079,4508.602,-7.7941
11466.2736,11497.084,-30.8104
6518.9788,6530.614,-11.6352
5967.6937,5995.796,-28.1023
2831.6703,2845.052,-13.3817
15747.534,15863.462,-115.928
10259.053,10301.885,-42.832
5310.2128,5383.09,-72.8772
2457.937,2459.641,-1.704
6272.5098,6311.153,-38.6432
4248.4703,4375.033,-126.5627
3800.392,3825.242,-24.85
2859.4629,2877.013,-17.5501
19187.4616,19220.532,-33.0704
15856.6375,15957.808,-101.1705
22563.9264,22774.866,-210.9396
5049.2233,5072.413,-23.1897
13419.2265,13449.701,-30.4745
2639.5497,2653.168,-13.6183
9633.9232,9777.556,-143.6328
7846.4561,7943.346,-96.8899
12184.6575,12278.016,-93.3585
3841.9355,3858.464,-16.5285
10764.4273,10818.816,-54.3887
8444.8442,8520.333,-75.4888
15268.0239,15340.003,-71.9791
3043.8119,3047.031,-3.2191
2858.2641,2881.936,-23.6719
5197.6239,5264.941,-67.3171
3747.2757,3757.204,-9.9283
5790.2822,5808.291,-18.0088
3991.0877,4036.832,-45.7443
4402.1443,4435.623,-33.4787
1283.0524,1344.716,-61.6636
5923.5269,5941.016,-17.4891
7039.5768,7054.792,-15.2152
4669.8863,4692.294,-22.4077
6113.4789,6153.58,-40.1011
6691.4812,6712.183,-20.7018
4910.053,4944.029,-33.976
5503.1413,5518.566,-15.4247
2196.3744,2204.295,-7.9206
5922.6749,5975.407,-52.7321
4026.066,4038.959,-12.893
3482.3339,3488.41,-6.0761
4893.1471,4934.118,-40.9709
14978.1452,15094.467,-116.3218
6729.9768,6745.407,-15.4302
3346.485,3370.554,-24.069
4174.349,4193.374,-19.025
17285.1,17381.822,-96.722
2956.428,2991.244,-34.816
4087.3632,4094.453,-7.0898
851.6043,944.451,-92.8467
3720.8527,3745.282,-24.4293
8801.2661,8881.052,-79.7859
1600.6813,1660.559,-59.8777
4904.9502,4928.08,-23.1298
17485.2678,17524.153,-38.8852
7994.8322,8003.411,-8.5788
5962.9022,5991.49,-28.5878
3398.4325,3439.397,-40.9645
3430.6446,3444.906,-14.2614
22736.3889,22796.32,-59.9311
11038.731,11048.163,-9.432
8904.7809,8992.177,-87.3961
5364.4902,5372.051,-7.5608
4310.7573,4326.29,-15.5327
11967.8627,12018.367,-50.5043
14211.1756,14250.459,-39.2834
6571.4586,6594.236,-22.7774
8717.9711,8826.496,-108.5249
6756.1938,6807.172,-50.9782
13217.9359,13264.709,-46.7731
1166.301,1202.268,-35.967
1934.6574,1958.558,-23.9006
4435.0026,4437.194,-2.1914
6660.4143,6686.9,-26.4857
21226.9975,21598.308,-371.3105
3648.8715,3649.812,-0.9405
5576.1938,5598.691,-22.4972
5079.5308,5080.486,-0.9552
7754.4791,7776.973,-22.4939
11344.7752,11358.77,-13.9948
14885.3277,14983.891,-98.5633
6232.7477,6246.386,-13.6383
5546.4934,5591.966,-45.4726
11322.7007,11338.809,-16.1083
5221.0387,5234.66,-13.6213
9760.332,9848.827,-88.495
11862.4405,11906.264,-43.8235
6937.2015,6956.845,-19.6435
4116.7932,4163.359,-46.5658
3440.3995,3440.675,-0.2755
17860.2055,17934.183,-73.9775
4419.1616,4455.591,-36.4294
8127.1588,8161.597,-34.4382
17563.6169,17607.598,-43.9811
15908.5888,16105.266,-196.6772
3238.3666,3262.411,-24.0444
5818.6615,5846.371,-27.7095
3681.7136,3727.903,-46.1894
2724.5193,2766.803,-42.2837
2170.2972,2170.889,-0.5918
10809.0223,10875.257,-66.2347
5098.4603,5120.65,-22.1897
8491.12,8565.481,-74.361
6898.0869,6919.255,-21.1681
6091.2631,6098.962,-7.6989
1074.5181,1089.046,-14.5279
4698.0942,4728,-29.9058
3023.0518,3020.841,2.2108
13609.2475,13632.782,-23.5345
1463.0678,1475.128,-12.0602
3488.6169,3493.974,-5.3571
6951.4999,7012.898,-61.3981
4469.5418,4525.22,-55.6782
2954.8673,2969.607,-14.7397
4782.8585,4798.579,-15.7205
21469.2302,21562.372,-93.1418
4309.9717,4326.681,-16.7093
4009.847,4056.618,-46.771
1719.5607,1726.508,-6.9473
2291.1441,2308.541,-17.3969
7122.1401,7157.548,-35.4079
5734.1488,5770.359,-36.2102
2805.1998,2822.576,-17.3762
2459.2661,2479.451,-20.1849
2997.7073,3009.144,-11.4367
21369.2493,21435.213,-65.9637
2828.5371,2838.832,-10.2949
4047.022,4068.379,-21.357
5722.4434,5742.01,-19.5666
1736.0082,1770.56,-34.5518
2590.4374,2595.981,-5.5436
12897.184,12960.892,-63.708
6506.3823,6534.479,-28.0967
8115.4466,8159.805,-44.3584
4705.3343,4707.807,-2.4727
1423.3681,1453.337,-29.9689
10212.4854,10238.289,-25.8036
8208.1351,8226.527,-18.3919
1333.4223,1358.413,-24.9907
3960.5941,3964.32,-3.7259
2013.093,2025.389,-12.296
6646.5478,6708.861,-62.3132
2717.8232,2739.748,-21.9248
4018.2524,4054.234,-35.9816
2578.4161,2598.669,-20.2529
2245.4503,2247.934,-2.4837
6321.3005,6332.281,-10.9805
4882.5429,4902.2,-19.6571
5949.4618,6000.225,-50.7632
5766.0977,5769.9,-3.8023
1716.101,1726.408,-10.307
5338.6036,5359.207,-20.6034
5500.5753,5529.461,-28.8857
4274.7331,4306.048,-31.3149
46135.2395,46324.428,-189.1885
8582.9483,8587.433,-4.4847
4467.6253,4486.53,-18.9047
11674.8532,11764.512,-89.6588
8698.4231,8750.705,-52.2819
22315.4052,22336.691,-21.2858
7137.0981,7158.096,-20.9979
24252.4339,24477.204,-224.7701
2096.4563,2100.995,-4.5387
3611.4297,3612.294,-0.8643
1881.6568,1891.3,-9.6432
5733.265,5736.458,-3.193
3853.5013,3885.386,-31.8847
1838.0427,1860.301,-22.2583
4445.7308,4446.995,-1.2642
2986.421,3001.15,-14.729
6294.5889,6322.212,-27.6231
9843.9808,9880.939,-36.9582
4445.8084,4456.534,-10.7256
7362.7328,7401.203,-38.4702
21792.3392,21861.735,-69.3958
6856.3816,6908.315,-51.9334
2309.2797,2321.872,-12.5923
2384.6641,2388.981,-4.3169
4697.0022,4735.903,-38.9008
2635.2127,2650.285,-15.0723
4751.0843,4807.641,-56.5567
12865.331,12883.684,-18.353
3039.2752,3081.374,-42.0988
4543.2409,4551.283,-8.0421
2364.8807,2376.234,-11.3533
5934.3735,5969.081,-34.7075
2147.6045,2157.773,-10.1685
2163.8675,2186.158,-22.2905
4473.9393,4494.646,-20.7067
4668.9176,4702.834,-33.9164
2968.9266,2979.87,-10.9434
3127.1512,3197.343,-70.1918
4356.6652,4371.495,-14.8298
2288.286,2317.194,-28.908
3264.0155,3264.269,-0.2535
4424.1026,4426.196,-2.0934
2284.6924,2311.707,-27.0146
2212.0469,2212.048,-0.0011
1754.3342,1758.5,-4.1658
2193.5558,2208.977,-15.4212
2433.3811,2453.741,-20.3599
4631.2982,4661.092,-29.7938
2921.7139,2932.701,-10.9871
8824.2174,8834.648,-10.4306
4789.7856,4790.396,-0.6104
5084.9862,5108.255,-23.2688
1912.6898,2013.254,-100.5642
18087.1268,18124.71,-37.5832
2962.944,2969.777,-6.833
4634.6206,4693.14,-58.5194
2226.0912,2245.503,-19.4118
6142.6339,6190.831,-48.1971
6057.1075,6082.176,-25.0685
3340.4351,3410.195,-69.7599
7055.5759,7066.124,-10.5481
4095.3278,4135.111,-39.7832
2671.0026,2683.551,-12.5484
12814.493,12825.954,-11.461
12714.5396,12763.442,-48.9024
2562.4759,2562.613,-0.1371
1813.367,1818.517,-5.15
1985.9198,2017.729,-31.8092
4289.7145,4294.987,-5.2725
2100.381,2123.29,-22.909
2110.7988,2148.583,-37.7842
20490.7588,20657.148,-166.3892
2727.25,2759.197,-31.947
14682.7201,14708.702,-25.9819
17494.1298,17551.997,-57.8672
3543.1176,3550.548,-7.4304
1530.3507,1536.882,-6.5313
8018.1684,8050.856,-32.6876
447.2165,648.193,-200.9765
8916.3305,8943.114,-26.7835
4722.8309,4731.815,-8.9841
9466.2371,9522.297,-56.0599
8044.4399,8085.067,-40.6271
7863.5022,7883.672,-20.1698
4660.2668,4700.375,-40.1082
7681.2386,7694.728,-13.4894
3339.8317,3349.665,-9.8333
3743.071,3758.817,-15.746
24923.4376,24967.153,-43.7154
7770.3442,7821.257,-50.9128
3566.4406,3567.876,-1.4354
2217.4991,2241.75,-24.2509
2556.5034,2582.123,-25.6196
2938.1371,2939.721,-1.5839
1103.5466,1130.743,-27.1964
2736.4775,2766.913,-30.4355
3383.3253,3514.653,-131.3277
3056.488,3074.413,-17.925
1936.1395,1987.116,-50.9765
1717.374,1791.63,-74.256
2210.114,2223.538,-13.424
1675.7498,1731.04,-55.2902
5691.2003,5709.205,-18.0047
1781.2971,1854.395,-73.0979
2713.9261,2731.106,-17.1799
3417.0959,3445.597,-28.5011
5420.0577,5586.677,-166.6193
634.9358,781.499,-146.5632
1995.8437,2009.24,-13.3963
6930.517,6953.343,-22.826
2923.6508,2932.944,-9.2932
1998.6363,2042.388,-43.7517
5967.8972,5984.262,-16.3648
7536.1347,7568.045,-31.9103
14842.8713,14978.592,-135.7207
3949.4562,4112.661,-163.2048
6476.4666,6488.526,-12.0594
8825.3056,8842.164,-16.8584
5889.3848,5929.047,-39.6622
2008.2682,2081.498,-73.2298
10756.0214,10824.873,-68.8516
8630.5538,8784.715,-154.1612
6633.8203,6633.958,-0.1377
7003.6864,7031.295,-27.6086
10735.6157,10759.469,-23.8533
3220.0191,3266.955,-46.9359
4693.9117,4730.249,-36.3373
8863.6572,8872.619,-8.9618
31897.3461,32006.855,-109.5089
11387.8464,11440.944,-53.0976
2204.6905,2213.528,-8.8375
1508.2361,1582.889,-74.6529
3541.5635,3567.328,-25.7645
6407.232,6480.6,-73.368
17271.3927,17320.584,-49.1913
8269.4565,8317.272,-47.8155
10426.5634,10533.176,-106.6126
15851.5104,15896.675,-45.1646
20803.3934,20899.913,-96.5196
9570.2987,9656.006,-85.7073
8889.0559,8951.527,-62.4711
3894.8425,3899.31,-4.4675
4731.5377,4758.139,-26.6013
3617.5031,3618.938,-1.4349
11117.6465,11152.218,-34.5715
2549.5963,2555.252,-5.6557
4037.5502,4039.643,-2.0928
9246.0923,9306.475,-60.3827
15917.0323,15971.92,-54.8877
2707.0365,2724.545,-17.5085
15566.3941,15643.371,-76.9769
8145.3107,8159.05,-13.7393
5335.5559,5352.006,-16.4501
7528.025,7550.931,-22.906
12666.8462,12689.407,-22.5608
3709.7496,3716.552,-6.8024
5523.9715,5574.929,-50.9575
6477.29,6516.523,-39.233
6268.5983,6284.577,-15.9787
2243.6656,2264.42,-20.7544
2531.0149,2546.172,-15.1571
3387.3214,3415.881,-28.5596
3517.1336,3551.202,-34.0684
1853.695,1943.201,-89.506
5088.3919,5096.907,-8.5151
9524.0603,9568.402,-44.3417
6960.8815,6969.529,-8.6475
1308.5445,1384.838,-76.2935
2686.0125,2704.936,-18.9235
23893.1288,24020.796,-127.6672
10478.0021,10525.639,-47.6369
3737.607,3767.673,-30.066
6451.8412,6489.387,-37.5458
12325.3432,12363.631,-38.2878
3214.5042,3240.015,-25.5108
8440.6999,8487.702,-47.0021
4186.194,4202.957,-16.763
7860.785,7973.747,-112.962
7256.0465,7345.396,-89.3495
3779.547,3793.54,-13.993
4631.2808,4641.327,-10.0462
9247.7284,9318.952,-71.2236
3312.665,3338.822,-26.157
4532.8438,4564.278,-31.4342
4926.8945,4955.428,-28.5335
6983.2072,6989.452,-6.2448
6517.9374,6531.534,-13.5966
7153.3576,7210.029,-56.6714
9026.5432,9064.774,-38.2308
1667.9722,1680.646,-12.6738
8303.8968,8340.16,-36.2632
7378.4816,7396.134,-17.6524
2587.3011,2613.782,-26.4809
8778.585,8802.687,-24.102
2646.6458,2649.908,-3.2622
3105.2064,3113.211,-8.0046
2110.2462,2147.824,-37.5778
2943.101,2959.189,-16.088
1450.3962,1526.49,-76.0938
1570.4658,1657.369,-86.9032
1351.9448,1367.214,-15.2692
6512.2732,6555.744,-43.4708
5016.5167,5037.619,-21.1023
19733.5637,19990.729,-257.1653
3038.7693,3062.355,-23.5857
11407.6294,11428.01,-20.3806
3272.4499,3281.78,-9.3301
5482.8537,5498.101,-15.2473
3442.225,3449.1,-6.875
5049.3136,5087.702,-38.3884
4588.7153,4617.195,-28.4797
3221.0913,3222.634,-1.5427
1607.3226,1629.436,-22.1134
3223.5873,3252.684,-29.0967
3158.6749,3190.795,-32.1201
9438.1836,9447.543,-9.3594
3098.1953,3110.087,-11.8917
8973.6926,9011.8,-38.1074
2252.1587,2254.066,-1.9073
6383.2516,6399.097,-15.8454
4487.4654,4495.305,-7.8396
3040.7225,3057.036,-16.3135
2812.6829,2834.095,-21.4121
3504.1585,3505.844,-1.6855
1429.9186,1434.421,-4.5024
13269.0891,13299.875,-30.7859
7665.0935,7671.365,-6.2715
3775.7113,3806.66,-30.9487
3184.0148,3201.405,-17.3902
8235.7863,8276.045,-40.2587
3764.8166,3768.935,-4.1184
1594.6524,1635.033,-40.3806
1634.8532,1645.488,-10.6348
29366.6149,29515.099,-148.4841
8718.2138,8763.466,-45.2522
7197.4388,7235.199,-37.7602
5040.6257,5053.332,-12.7063
7093.9691,7111.326,-17.3569
7424.2479,7462.633,-38.3851
6261.3819,6284.948,-23.5661
2254.6972,2280.262,-25.5648
4668.5201,4693.403,-24.8829
16449.0675,16504.697,-55.6295
3615.3656,3659.727,-44.3614
2841.9718,2869.551,-27.5792
8097.303,8165.312,-68.009
2668.8765,2676.31,-7.4335
5419.5618,5417.236,2.3258
3039.7062,3045.773,-6.0668
3833.3953,3853.352,-19.9567
8712.4442,8740.376,-27.9318
3897.0861,3898.914,-1.8279
12664.6807,12770.344,-105.6633
2103.8869,2129.15,-25.2631
2200.3627,2245.715,-45.3523
8003.7967,8037.92,-34.1233
2880.4752,2924.564,-44.0888
12898.7122,12912.101,-13.3888
6990.8813,7040.567,-49.6857
1674.4134,1674.415,-0.0016
758.4449,787.582,-29.1371
1893.5411,1921.547,-28.0059
3000.101,3007.917,-7.816
2246.7568,2253.416,-6.6592
8335.9309,8347.228,-11.2971
14081.9572,14121.611,-39.6538
1827.1611,1830.597,-3.4359
1048.0678,1078.259,-30.1912
1896.3148,1926.484,-30.1692
2447.1566,2455.841,-8.6844
3459.0695,3473.067,-13.9975
5678.7286,5693.645,-14.9164
3960.4386,3986.756,-26.3174
1427.6417,1452.864,-25.2223
2282.2916,2290.279,-7.9874
6068.6718,6092.041,-23.3692
2997.0761,3013.556,-16.4799
6333.5048,6338.978,-5.4732
2834.1938,2841.547,-7.3532
6617.8065,6722.988,-105.1815
13199.158,13271.671,-72.513
5894.1345,5910.192,-16.0575
27533.5779,27661.717,-128.1391
4338.0471,4387.819,-49.7719
7753.3208,7785.266,-31.9452
7238.7032,7264.498,-25.7948
6248.1416,6264.63,-16.4884
3947.7661,3955.509,-7.7429
3908.6565,3949.382,-40.7255
9729.6145,9779.453,-49.8385
3617.0908,3634.433,-17.3422
7061.2761,7080.175,-18.8989
10042.9752,10107.48,-64.5048
4358.3187,4440.421,-82.1023
12678.4878,12698.957,-20.4692
10309.944,10337.439,-27.495
2348.3729,2362.157,-13.7841
3271.0603,3292.827,-21.7667
12087.3957,12197.967,-110.5713
3379.0909,3387.746,-8.6551
1566.8238,1569.369,-2.5452
4433.464,4449.329,-15.865
6197.5659,6221.396,-23.8301
6284.0802,6297.344,-13.2638
3705.0209,3706.053,-1.0321
6106.6835,6119.367,-12.6835
27383.4017,27481.068,-97.6663
3248.6433,3271.27,-22.6267
3967.1583,3977.19,-10.0317
3691.278,3722.114,-30.836
10570.006,10612.284,-42.278
5468.4712,5505.203,-36.7318
3978.6475,4002.912,-24.2645
2212.2614,2235.419,-23.1576
4529.2614,4582.636,-53.3746
4665.0422,4681.123,-16.0808
1886.5649,1903.391,-16.8261
2411.5358,2466.008,-54.4722
3842.0229,3860.713,-18.6901
5467.9929,5472.767,-4.7741
3783.9415,3794.054,-10.1125
3812.4535,3833.549,-21.0955
6912.0614,6992.075,-80.0136
15274.0711,15355.483,-81.4119
35832.3007,36005.399,-173.0983
3974.1155,3986.966,-12.8505
4596.8737,4622.938,-26.0643
7766.256,7823.297,-57.041
8932.3899,8964.871,-32.4811
7021.504,7068.356,-46.852
2992.1384,2999.221,-7.0826
10573.2458,10609.791,-36.5452
33971.6378,34024.863,-53.2252
10298.7586,10317.279,-18.5204
16482.9,16511.802,-28.902
15263.6008,15313.801,-50.2002
3731.2435,3786.43,-55.1865
16856.7927,16939.372,-82.5793
9304.1657,9338.39,-34.2243
4964.6582,5012.735,-48.0768
2706.4742,2746.463,-39.9888
2019.5335,2034.743,-15.2095
1428.1303,1443.073,-14.9427
8881.7233,8978.148,-96.4247
13241.1437,13330.623,-89.4793
6497.5834,6516.386,-18.8026
6118.0869,6145.031,-26.9441
4386.3414,4396.641,-10.2996
4078.4273,4108.746,-30.3187
9854.9669,9881.165,-26.1981
13912.0248,14046.927,-134.9022
4727.9598,4766.76,-38.8002
6965.6532,6972.503,-6.8498
10267.8794,10328.289,-60.4096
4575.6847,4599.829,-24.1443
2053.7923,2095.189,-41.3967
12102.1112,12145.126,-43.0148
9523.2203,9549.432,-26.2117
4609.9177,4628.96,-19.0423
5503.5294,5533.077,-29.5476
5813.4249,5814.326,-0.9011
5577.1192,5589.398,-12.2788
2264.4074,2275.921,-11.5136
14938.2303,15065.798,-127.5677
2394.8892,2443.238,-48.3488
5523.7788,5523.875,-0.0962
5207.1998,5211.087,-3.8872
2107.1546,2122.406,-15.2514
8837.7207,8870.3,-32.5793
6560.1674,6581.903,-21.7356
