BIC Scores from Folder,BIC Values from Specific File,MIX_MF
10921.5038,10956.194,-34.6902
1760.1608,1775.489,-15.3282
6044.4624,6066.588,-22.1256
7147.2343,7159.385,-12.1507
3282.8331,3293.94,-11.1069
2567.6559,2574.233,-6.5771
10141.1164,10185.427,-44.3106
1534.4148,1540.111,-5.6962
3036.5783,3055.264,-18.6857
2781.4815,2803.253,-21.7715
1729.3159,1740.34,-11.0241
2865.284,2889.922,-24.638
2584.1973,2588.16,-3.9627
4273.7837,4281.868,-8.0843
7394.1836,7412.809,-18.6254
2980.3765,3020.63,-40.2535
10810.999,10845.091,-34.092
8958.9431,8971.628,-12.6849
4447.6933,4456.807,-9.1137
8436.07,8498.467,-62.397
7037.269,7091.098,-53.829
21590.2728,21686.908,-96.6352
2747.1104,2754.355,-7.2446
1521.1592,1542.21,-21.0508
5857.044,5895.634,-38.59
9150.4901,9171.972,-21.4819
4889.0561,4917.427,-28.3709
7917.4395,7944.271,-26.8315
19230.6947,19294.93,-64.2353
2086.5987,2135.467,-48.8683
4517.0958,4538.307,-21.2112
7076.1318,7093.16,-17.0282
3841.4335,3850.878,-9.4445
3777.7194,3781.822,-4.1026
6047.7805,6047.979,-0.1985
3964.6418,3994.892,-30.2502
2977.6755,3050.752,-73.0765
5475.0852,5478.827,-3.7418
6699.0804,6743.234,-44.1536
8232.8874,8276.706,-43.8186
2915.4122,2916.177,-0.7648
4949.9419,4957.336,-7.3941
4801.9877,4858.028,-56.0403
2714.4291,2731.282,-16.8529
10435.9158,10466.669,-30.7532
17846.0838,17916.33,-70.2462
5762.4037,5765.242,-2.8383
3383.7253,3409.742,-26.0167
3943.5512,3962.688,-19.1368
3124.5729,3180.982,-56.4091
14170.2297,14225.029,-54.7993
3607.7062,3635.779,-28.0728
5217.3668,5265.981,-48.6142
2453.102,2461.364,-8.262
3854.8435,3859.316,-4.4725
4306.847,4321.307,-14.46
4796.0363,4820.597,-24.5607
5097.6779,5114.465,-16.7871
2169.8785,2186.107,-16.2285
9696.4368,9764.224,-67.7872
6028.0848,6056.442,-28.3572
8832.7492,8920.801,-88.0518
7790.0883,7822.769,-32.6807
4132.2798,4146.307,-14.0272
3521.9047,3525.033,-3.1283
7232.379,7260.871,-28.492
5875.0149,5913.269,-38.2541
14550.9135,14697.524,-146.6105
3056.2908,3063.654,-7.3632
4094.0977,4136.969,-42.8713
4947.7904,4986.962,-39.1716
3254.1879,3260.865,-6.6771
6754.3229,6775.334,-21.0111
5198.6655,5235.227,-36.5615
3798.7506,3846.879,-48.1284
8349.2437,8401.004,-51.7603
13251.5443,13309.261,-57.7167
2758.7528,2793.424,-34.6712
21419.7397,21504.463,-84.7233
11291.5136,11344.687,-53.1734
2710.9545,2712.679,-1.7245
8092.8874,8130.794,-37.9066
3545.6394,3545.05,0.5894
15921.9447,16002.303,-80.3583
1092.3301,1123.64,-31.3099
17120.3733,17141.15,-20.7767
2451.5877,2464.063,-12.4753
6733.2387,6825.015,-91.7763
5026.459,5049.376,-22.917
5142.5745,5233.989,-91.4145
10085.2668,10113.242,-27.9752
8021.3966,8090.283,-68.8864
5826.0508,5854.086,-28.0352
5215.6605,5237.988,-22.3275
12186.9677,12279.735,-92.7673
6933.1759,6984.273,-51.0971
25970.8777,26164.698,-193.8203
5497.2915,5513.978,-16.6865
7285.9989,7343.442,-57.4431
4172.1198,4206.742,-34.6222
5806.3768,5809.748,-3.3712
8688.5913,8715.286,-26.6947
1792.0687,1821.34,-29.2713
22866.0053,22965.581,-99.5757
3523.0342,3528.898,-5.8638
1569.2849,1576.295,-7.0101
7329.2351,7346.384,-17.1489
7205.2188,7218.808,-13.5892
2278.0451,2293.934,-15.8889
31114.8984,31193.412,-78.5136
4211.5174,4219.081,-7.5636
5795.2079,5840.41,-45.2021
2497.3318,2517.824,-20.4922
9846.2022,9893.485,-47.2828
8611.8579,8657.683,-45.8251
8200.708,8221.394,-20.686
7509.755,7531.44,-21.685
3871.6681,3873.316,-1.6479
5401.5674,5414.918,-13.3506
7062.2856,7119.975,-57.6894
2858.213,2883.503,-25.29
4139.0999,4158.799,-19.6991
3138.7604,3173.649,-34.8886
2660.3554,2676.935,-16.5796
12556.6866,12626.818,-70.1314
1977.5652,1995.894,-18.3288
5192.603,5205.104,-12.501
2628.5296,2637.503,-8.9734
7888.6386,7914.877,-26.2384
1309.1786,1320.964,-11.7854
5896.3107,5919.81,-23.4993
1758.4043,1758.406,-0.0017
2792.9077,2834.201,-41.2933
3108.8577,3130.516,-21.6583
14297.5591,14338.01,-40.4509
3493.6823,3498.598,-4.9157
6775.1647,6796.89,-21.7253
4908.3718,4933.507,-25.1352
1738.027,1790.605,-52.578
8326.0254,8369.418,-43.3926
5096.7527,5102.83,-6.0773
9300.6794,9360.847,-60.1676
4217.8236,4243.886,-26.0624
6181.7198,6211.531,-29.8112
1778.4413,1782.68,-4.2387
5465.9106,5475.75,-9.8394
4068.9431,4139.088,-70.1449
6924.534,6966.157,-41.623
7445.3866,7470.487,-25.1004
4327.291,4368.518,-41.227
827.5851,927.682,-100.0969
10169.6363,10194.297,-24.6607
3653.955,3672.479,-18.524
1574.1915,1721.363,-147.1715
2552.5612,2572.885,-20.3238
10189.9424,10190.351,-0.4086
7321.2233,7349.892,-28.6687
8616.2237,8667.099,-50.8753
6569.8158,6579.656,-9.8402
3398.7443,3440.853,-42.1087
6700.6835,6755.259,-54.5755
11426.4025,11439.219,-12.8165
6237.9377,6280.387,-42.4493
5517.5593,5540.592,-23.0327
4105.1252,4118.108,-12.9828
2854.3121,2870.992,-16.6799
3136.4352,3148.238,-11.8028
2185.449,2205.56,-20.111
6883.0577,6914.402,-31.3443
1293.4189,1302.087,-8.6681
4240.6074,4246.868,-6.2606
4018.9039,4034.79,-15.8861
3430.9262,3441.334,-10.4078
2133.1722,2137.089,-3.9168
4350.7824,4375.292,-24.5096
2670.7971,2688.257,-17.4599
6173.4819,6176.239,-2.7571
2809.097,2819.441,-10.344
2365.1706,2439.242,-74.0714
2090.634,2127.665,-37.031
640.5647,690.451,-49.8863
3329.4311,3343.416,-13.9849
9698.9702,9718.476,-19.5058
3506.3275,3512.753,-6.4255
3113.291,3126.137,-12.846
4411.6651,4429.401,-17.7359
1162.2228,1191.54,-29.3172
1386.9798,1432.343,-45.3632
5143.3406,5150.422,-7.0814
2758.0822,2774.138,-16.0558
4995.1351,5013.495,-18.3599
2066.7945,2073.836,-7.0415
796.0323,914.08,-118.0477
2376.1419,2384.994,-8.8521
6721.4316,6766.401,-44.9694
2919.4877,2956.422,-36.9343
8998.6519,9116.064,-117.4121
6927.9542,6969.281,-41.3268
1672.4996,1682.481,-9.9814
1666.3488,1672.223,-5.8742
3701.5165,3774.373,-72.8565
5425.7932,5440.032,-14.2388
3482.1408,3485.615,-3.4742
3064.7774,3073.081,-8.3036
6170.4911,6181.23,-10.7389
6112.989,6185.512,-72.523
8178.9286,8225.532,-46.6034
8733.8361,8771.349,-37.5129
9885.9209,9910.957,-25.0361
2414.3126,2440.734,-26.4214
12564.9323,12629.235,-64.3027
9423.043,9451.205,-28.162
2825.6273,2829.837,-4.2097
10926.1706,11010.083,-83.9124
6586.7941,6631.978,-45.1839
6034.1853,6069.377,-35.1917
4396.3544,4426.086,-29.7316
2437.109,2456.358,-19.249
3381.8847,3438.893,-57.0083
11021.8507,11027.045,-5.1943
2511.9646,2516.774,-4.8094
2692.8716,2702.363,-9.4914
12536.2828,12598.255,-61.9722
13283.7108,13357.819,-74.1082
1973.873,1988.3,-14.427
7549.2209,7600.573,-51.3521
2887.4908,2918.082,-30.5912
14179.0189,14203.505,-24.4861
5334.208,5343.184,-8.976
9077.2592,9134.716,-57.4568
19731.8005,19787.418,-55.6175
1055.1497,1072.365,-17.2153
5164.0736,5182.361,-18.2874
2028.7696,2057.337,-28.5674
1531.9628,1556.787,-24.8242
3411.1307,3418.156,-7.0253
8259.6396,8298.565,-38.9254
1850.5247,1879.786,-29.2613
3315.1826,3340.318,-25.1354
11935.1578,12059.158,-124.0002
3464.1876,3481.84,-17.6524
2181.4595,2183.531,-2.0715
3528.3511,3567.227,-38.8759
11305.4628,11348.406,-42.9432
6457.8188,6471.61,-13.7912
4962.2138,4997.279,-35.0652
4408.088,4449.64,-41.552
3228.0943,3276.46,-48.3657
2605.9018,2622.844,-16.9422
25574.0068,25609.685,-35.6782
2857.8116,2868.5,-10.6884
5749.2406,5763.942,-14.7014
8099.5009,8126.587,-27.0861
7104.4075,7118.107,-13.6995
6525.6221,6530.321,-4.6989
6419.8004,6437.011,-17.2106
7747.8297,7807.279,-59.4493
6597.5447,6623.045,-25.5003
3588.1699,3628.545,-40.3751
5968.2166,5975.119,-6.9024
2704.2499,2712.803,-8.5531
1876.8042,1921.361,-44.5568
36525.3625,37026.616,-501.2535
3199.1129,3218.431,-19.3181
4772.2242,4810.349,-38.1248
3600.8482,3629.537,-28.6888
7914.8211,7943.898,-29.0769
5554.3957,5579.513,-25.1173
6931.6261,6967.687,-36.0609
21036.8956,21088.066,-51.1704
6705.2756,6729.531,-24.2554
6154.2068,6201.92,-47.7132
3181.5435,3191.33,-9.7865
7612.1969,7709.242,-97.0451
6260.0193,6267.962,-7.9427
6006.8365,6071.995,-65.1585
6883.5476,6924.511,-40.9634
6125.2672,6129.023,-3.7558
5144.28,5176.798,-32.518
5353.5296,5362.056,-8.5264
2633.0608,2634.227,-1.1662
3559.8743,3562.06,-2.1857
4717.5879,4734.81,-17.2221
7301.6206,7387.571,-85.9504
4101.2022,4152.729,-51.5268
5396.0309,5461.557,-65.5261
3030.8357,3044.16,-13.3243
2989.6467,2997.604,-7.9573
12480.206,12543.588,-63.382
6441.4911,6459.591,-18.0999
4054.6203,4065.371,-10.7507
5783.0241,5807.81,-24.7859
5040.0853,5056.006,-15.9207
5183.5046,5193.882,-10.3774
3292.2134,3350.708,-58.4946
5391.6682,5429.159,-37.4908
1857.0767,1923.773,-66.6963
4391.1154,4398.296,-7.1806
11892.2784,11939.15,-46.8716
8993.5628,9045.685,-52.1222
1635.4707,1683.375,-47.9043
5824.4398,5830.419,-5.9792
4416.6375,4449.719,-33.0815
5077.8133,5089.549,-11.7357
998.035,1065.507,-67.472
6214.5343,6222.862,-8.3277
1662.4609,1687.265,-24.8041
9698.7617,9733.691,-34.9293
1612.7014,1613.035,-0.3336
7400.9642,7451.342,-50.3778
13412.1503,13462.272,-50.1217
16988.0277,17073.846,-85.8183
5453.019,5462.318,-9.299
3617.6698,3627.263,-9.5932
6285.0784,6323.157,-38.0786
6649.0104,6678.919,-29.9086
2839.8286,2851.613,-11.7844
7639.5005,7661.318,-21.8175
5171.1534,5174.52,-3.3666
12011.6991,12103.332,-91.6329
10243.486,10296.637,-53.151
16046.4126,16115.642,-69.2294
6414.8518,6431.813,-16.9612
5181.0665,5215.596,-34.5295
4081.7115,4100.641,-18.9295
2616.6729,2679.793,-63.1201
21008.7053,21095.706,-87.0007
6613.5919,6671.818,-58.2261
3053.3831,3058.47,-5.0869
9920.157,9934.991,-14.834
14776.3655,14873.783,-97.4175
3047.5396,3055.275,-7.7354
8257.2958,8276.159,-18.8632
9192.5877,9271.459,-78.8713
4292.2659,4310.44,-18.1741
7093.9813,7110.399,-16.4177
2065.002,2083.628,-18.626
2598.5076,2620.105,-21.5974
15485.2462,15529.391,-44.1448
5136.7727,5149.697,-12.9243
5857.9965,5903.323,-45.3265
4258.4142,4272.615,-14.2008
8153.8982,8229.683,-75.7848
4568.1752,4573.303,-5.1278
2964.8918,3005.905,-41.0132
4626.414,4653.301,-26.887
22229.9364,22324.885,-94.9486
4461.6698,4466.009,-4.3392
2546.5576,2556.747,-10.1894
5933.0611,5970.405,-37.3439
2812.2259,2815.568,-3.3421
10232.5378,10300.633,-68.0952
7673.7151,7691.211,-17.4959
8402.084,8422.718,-20.634
3597.8387,3610.972,-13.1333
1989.254,2009.085,-19.831
15018.9989,15073.85,-54.8511
4090.4882,4106.611,-16.1228
21783.8599,21845.037,-61.1771
14255.0949,14330.696,-75.6011
2699.8117,2706.115,-6.3033
6426.1369,6448.789,-22.6521
14201.0313,14252.945,-51.9137
4971.4777,4997.166,-25.6883
1162.1798,1277.929,-115.7492
1089.2708,1155.493,-66.2222
4935.1299,5048.567,-113.4371
2889.8439,2913.76,-23.9161
7520.0143,7526.779,-6.7647
6185.7552,6205.775,-20.0198
4488.7005,4499.203,-10.5025
5023.6557,5060.781,-37.1253
7017.8707,7045.226,-27.3553
14986.399,15028.335,-41.936
16414.0827,16432.636,-18.5533
6981.6303,6988.924,-7.2937
6624.9616,6644.786,-19.8244
6499.603,6512.411,-12.808
5082.6984,5098.632,-15.9336
8328.6271,8395.301,-66.6739
3758.7493,3763.451,-4.7017
6105.0004,6112.295,-7.2946
1870.7332,1889.683,-18.9498
9877.6125,9912.207,-34.5945
4061.8534,4066.208,-4.3546
4621.3679,4664.504,-43.1361
7923.5921,7987.052,-63.4599
1300.7332,1338.057,-37.3238
5899.3672,5923.951,-24.5838
11201.6083,11212.652,-11.0437
7084.9525,7118.261,-33.3085
5406.1112,5425.009,-18.8978
11414.875,11457.405,-42.53
6739.035,6767.186,-28.151
6062.0704,6098.847,-36.7766
3496.8124,3514.164,-17.3516
8842.5656,8913.552,-70.9864
2561.2953,2573.803,-12.5077
2008.1821,2028.164,-19.9819
4919.0933,4946.097,-27.0037
5305.0819,5317.291,-12.2091
11667.4743,11708.042,-40.5677
5987.0337,6007.042,-20.0083
1806.5207,1828.138,-21.6173
3968.9976,3997.267,-28.2694
6979.8441,7059.516,-79.6719
9716.7991,9783.615,-66.8159
6027.8227,6063.418,-35.5953
8630.4884,8678.466,-47.9776
4827.102,4863.282,-36.18
19610.0771,19695.462,-85.3849
7250.7801,7304.567,-53.7869
13701.446,13749.423,-47.977
4550.2721,4561.946,-11.6739
1892.9553,1980.113,-87.1577
6657.5635,6667.387,-9.8235
1561.7204,1587.029,-25.3086
2076.4802,2096.959,-20.4788
2345.2711,2364.813,-19.5419
7230.9253,7251.714,-20.7887
25926.8808,26082.78,-155.8992
5194.1119,5206.857,-12.7451
5435.6236,5448.423,-12.7994
6664.8334,6683.821,-18.9876
5028.192,5035.791,-7.599
5931.9258,5946.928,-15.0022
5003.9838,5027.654,-23.6702
3645.4786,3649.913,-4.4344
8137.9939,8167.193,-29.1991
9067.123,9127.605,-60.482
54072.3719,54096.172,-23.8001
10134.8105,10149.449,-14.6385
2616.5076,2690.348,-73.8404
3249.849,3252.393,-2.544
5274.4286,5288.5,-14.0714
6631.9011,6672.386,-40.4849
1962.7187,1965.181,-2.4623
1914.2869,1926.25,-11.9631
5696.5908,5719.151,-22.5602
3315.7525,3318.345,-2.5925
9030.6653,9049.338,-18.6727
10760.3467,10780.941,-20.5943
11578.6162,11658.315,-79.6988
7251.8856,7262.673,-10.7874
4292.6187,4341.253,-48.6343
5112.0269,5141.473,-29.4461
10365.3188,10405.3,-39.9812
22901.5762,22937.646,-36.0698
3418.0789,3437.28,-19.2011
5927.4748,5943.158,-15.6832
4926.1794,4942.265,-16.0856
7685.2798,7714.925,-29.6452
3209.2536,3234.991,-25.7374
1583.1793,1623.217,-40.0377
6469.1002,6524.219,-55.1188
4684.8832,4730.923,-46.0398
2363.4581,2377.842,-14.3839
21607.8264,21705.962,-98.1356
10302.0996,10398.158,-96.0584
13319.7789,13352.121,-32.3421
3086.0572,3101.96,-15.9028
4291.1345,4307.142,-16.0075
10319.7608,10442.721,-122.9602
16213.0807,16349.592,-136.5113
1491.0082,1504.55,-13.5418
3364.8318,3368.922,-4.0902
4808.5477,4829.367,-20.8193
6623.8928,6696.256,-72.3632
14556.7352,14619.217,-62.4818
8955.8772,8980.869,-24.9918
9091.6152,9116.416,-24.8008
15599.4259,15627.112,-27.6861
4195.9589,4228.979,-33.0201
3352.7469,3375.277,-22.5301
7232.9326,7243.655,-10.7224
4548.8007,4572.177,-23.3763
2984.8195,3004.16,-19.3405
13538.877,13557.88,-19.003
2906.8617,2921.381,-14.5193
3168.1499,3179.419,-11.2691
3696.8876,3705.902,-9.0144
2496.9055,2510.886,-13.9805
5087.2318,5110.462,-23.2302
6365.1026,6409.373,-44.2704
2581.9361,2613.307,-31.3709
3422.6749,3443.7,-21.0251
2948.3184,2949.532,-1.2136
8709.7796,8746.811,-37.0314
15161.5356,15214.564,-53.0284
5869.7599,5879.409,-9.6491
6340.5983,6364.713,-24.1147
7991.2593,8058.875,-67.6157
3755.8586,3757.222,-1.3634
3276.9408,3304.675,-27.7342
2495.6189,2523.655,-28.0361
5202.6595,5231.785,-29.1255
4218.1351,4262.074,-43.9389
5056.8524,5063.661,-6.8086
7001.4952,7012.399,-10.9038
13441.5211,13494.428,-52.9069
5532.5031,5562.551,-30.0479
8400.77,8415.854,-15.084
7942.993,8016.202,-73.209
5081.3604,5102.99,-21.6296
4478.6657,4485.451,-6.7853
2166.8422,2178.079,-11.2368
1783.8917,1786.021,-2.1293
2611.7968,2630.295,-18.4982
1968.6568,1969.792,-1.1352
1483.5384,1517.488,-33.9496
5382.3677,5397.493,-15.1253
6767.441,6781.39,-13.949
1625.9876,1632.907,-6.9194
1765.4652,1849.922,-84.4568
2547.4035,2587.505,-40.1015
4249.7666,4251.067,-1.3004
27056.5194,27165.135,-108.6156
1397.7888,1457.56,-59.7712
2442.4683,2480.996,-38.5277
6774.062,6794.438,-20.376
3827.6984,3848.398,-20.6996
3745.7905,3778.921,-33.1305
7700.6467,7751.801,-51.1543
10478.608,10520.655,-42.047
18576.564,18632.185,-55.621
10200.4749,10247.364,-46.8891
6618.9061,6696.587,-77.6809
9624.6487,9738.755,-114.1063
5671.4657,5690.292,-18.8263
8117.1169,8179.045,-61.9281
4049.182,4085.38,-36.198
4450.8045,4483.374,-32.5695
2971.3515,2988.99,-17.6385
13003.9751,13077.397,-73.4219
25256.7817,25483.16,-226.3783
1041.742,1104.633,-62.891
5664.5954,5679.098,-14.5026
3678.0264,3699.731,-21.7046
3132.6322,3170.282,-37.6498
5201.8967,5227.621,-25.7243
956.2056,1012.291,-56.0854
4392.0719,4416.454,-24.3821
3941.3319,3976.314,-34.9821
3794.9931,3805.115,-10.1219
2091.7447,2099.642,-7.8973
4102.296,4148.349,-46.053
2028.8362,2031.523,-2.6868
2207.0974,2217.552,-10.4546
2609.0803,2638.576,-29.4957
1992.8655,2017.919,-25.0535
2514.1103,2528.166,-14.0557
3718.6792,3722.306,-3.6268
17534.1003,17580.774,-46.6737
20618.2587,20664.149,-45.8903
10338.918,10360.702,-21.784
10739.4436,10768.902,-29.4584
7717.3832,7723.321,-5.9378
3421.556,3445.631,-24.075
5960.4277,5970.554,-10.1263
18092.7311,18164.5,-71.7689
6901.5435,6938.646,-37.1025
9513.2603,9570.419,-57.1587
11537.5612,11567.594,-30.0328
6135.77,6153.153,-17.383
5268.6294,5281.202,-12.5726
5122.4793,5140.626,-18.1467
5003.6997,5027.274,-23.5743
3422.4164,3434.133,-11.7166
9147.1582,9163.238,-16.0798
9919.0613,9967.198,-48.1367
2755.9833,2769.3,-13.3167
3965.0739,3987.004,-21.9301
9954.8825,10048.411,-93.5285
6569.5447,6600.506,-30.9613
5830.0206,5855.547,-25.5264
17010.7261,17148.325,-137.5989
6640.7844,6658.21,-17.4256
1507.4531,1565.951,-58.4979
5408.401,5443.331,-34.93
12362.6974,12456.693,-93.9956
11245.7318,11349.444,-103.7122
26242.7224,26412.442,-169.7196
11212.8395,11367.713,-154.8735
3171.2695,3190.649,-19.3795
9251.015,9288.721,-37.706
2774.7291,2801.881,-27.1519
2769.2434,2769.846,-0.6026
3915.7272,3927.957,-12.2298
7973.1971,7994.344,-21.1469
3219.9342,3242.752,-22.8178
3266.03,3282.097,-16.067
8855.2571,8878.181,-22.9239
2323.9545,2333.159,-9.2045
4320.2576,4342.1,-21.8424
9109.7862,9204.781,-94.9948
6578.2655,6594.448,-16.1825
3857.591,3886.356,-28.765
3024.9251,3065.524,-40.5989
2320.2459,2378.814,-58.5681
4260.3207,4286.286,-25.9653
8414.193,8453.669,-39.476
7049.574,7058.098,-8.524
2682.9628,2683.722,-0.7592
3247.776,3260.698,-12.922
3719.1299,3725.878,-6.7481
4865.4686,4923.105,-57.6364
4283.4734,4292.708,-9.2346
4616.0476,4669.54,-53.4924
1820.6063,1843.693,-23.0867
5433.2601,5470.833,-37.5729
11223.6681,11279.1,-55.4319
3547.3097,3557.746,-10.4363
4504.3765,4522.271,-17.8945
3402.6544,3433.72,-31.0656
15231.6283,15275.787,-44.1587
1802.5825,1828.151,-25.5685
5732.1737,5758.629,-26.4553
2825.6352,2833.396,-7.7608
3885.616,3902.645,-17.029
2390.3148,2394.249,-3.9342
2353.3241,2364.008,-10.6839
20855.5512,21004.543,-148.9918
3598.5475,3620.395,-21.8475
6777.8225,6836.383,-58.5605
7520.0375,7539.891,-19.8535
1441.5651,1459.304,-17.7389
2761.8592,2772.543,-10.6838
5421.1176,5436.805,-15.6874
3716.9774,3739.778,-22.8006
2230.2597,2231.387,-1.1273
2033.8053,2081.531,-47.7257
3150.0989,3155.027,-4.9281
3338.5472,3355.157,-16.6098
2697.4004,2724.116,-26.7156
2635.4221,2656.067,-20.6449
12603.6091,12679.169,-75.5599
3218.6685,3268.286,-49.6175
1750.5521,1762.996,-12.4439
5179.3046,5218.639,-39.3344
2998.5742,3027.361,-28.7868
3682.6339,3696.878,-14.2441
5181.6496,5192.008,-10.3584
700.318,807.681,-107.363
5019.1893,5025.376,-6.1867
3762.9421,3765.769,-2.8269
6389.7003,6398.63,-8.9297
16060.2515,16132.654,-72.4025
6777.5392,6824.388,-46.8488
9903.7419,9929.294,-25.5521
10481.7634,10550.472,-68.7086
3593.3701,3624.146,-30.7759
7469.9039,7520.308,-50.4041
6021.3755,6106.194,-84.8185
7160.5558,7245.804,-85.2482
4103.3323,4126.222,-22.8897
16488.2311,16615.231,-126.9999
7964.1918,8020.217,-56.0252
18234.9429,18294.036,-59.0931
8376.1013,8403.023,-26.9217
4136.1832,4143.004,-6.8208
1515.2501,1538.857,-23.6069
15199.8115,15214.058,-14.2465
13303.1983,13418.033,-114.8347
7692.7981,7774.801,-82.0029
5159.6292,5161.425,-1.7958
9928.0871,9949.032,-20.9449
4560.983,4585.472,-24.489
11747.6019,11843.51,-95.9081
6398.5031,6433.395,-34.8919
7368.5803,7432.383,-63.8027
3602.1957,3643.487,-41.2913
3640.0021,3661.92,-21.9179
4285.9382,4313.397,-27.4588
7187.8155,7232.176,-44.3605
9336.3629,9378.915,-42.5521
1069.5114,1186.41,-116.8986
11280.2487,11314.355,-34.1063
3301.002,3333.981,-32.979
16104.3601,16159.769,-55.4089
6093.4146,6116.515,-23.1004
2504.4204,2510.277,-5.8566
4774.9769,4787.519,-12.5421
6270.863,6332.185,-61.322
1968.1965,1978.916,-10.7195
7025.197,7109.222,-84.025
2862.2177,2933.766,-71.5483
3153.7093,3157.391,-3.6817
19631.8715,19673.669,-41.7975
7092.5593,7167.222,-74.6627
4277.4024,4307.694,-30.2916
4919.8164,4963.721,-43.9046
2461.0538,2489.064,-28.0102
8431.7809,8441.565,-9.7841
1895.8282,1896.393,-0.5648
7427.3334,7435.05,-7.7166
3998.1456,4027.414,-29.2684
2340.6524,2377.642,-36.9896
6538.4727,6566.902,-28.4293
3300.1248,3327.785,-27.6602
6494.8449,6507.761,-12.9161
2951.7043,2971.354,-19.6497
7328.0727,7376.023,-47.9503
2345.9323,2379.13,-33.1977
9128.4686,9189.132,-60.6634
6321.4099,6361.8,-40.3901
3335.2785,3355.199,-19.9205
5524.7317,5538.05,-13.3183
5524.9359,5566.833,-41.8971
11058.749,11110.258,-51.509
10425.4906,10464.924,-39.4334
3777.7882,3780.551,-2.7628
3598.3836,3625.948,-27.5644
1647.728,1698.275,-50.547
6789.891,6815.538,-25.647
2255.8284,2272.05,-16.2216
5496.2293,5510.499,-14.2697
25538.5324,25581.128,-42.5956
6773.1402,6797.858,-24.7178
11640.3693,11702.347,-61.9777
7424.484,7432.273,-7.789
9051.4824,9100.662,-49.1796
6362.9935,6374.43,-11.4365
4052.5755,4088.119,-35.5435
4492.4869,4512.346,-19.8591
5665.3343,5678.55,-13.2157
7912.6148,7947.792,-35.1772
6834.6612,6898.108,-63.4468
4506.9495,4516.59,-9.6405
7288.1091,7298.595,-10.4859
3538.8304,3590.272,-51.4416
3431.4109,3440.262,-8.8511
8940.3087,9019.001,-78.6923
3746.0477,3761.695,-15.6473
3928.6888,3989.27,-60.5812
3928.4542,3953.963,-25.5088
4104.1615,4113.421,-9.2595
5281.5188,5300.314,-18.7952
3786.4547,3806.632,-20.1773
3805.7551,3826.918,-21.1629
3510.545,3530.107,-19.562
11374.0727,11395.366,-21.2933
9381.2985,9429.301,-48.0025
2967.0422,2988.644,-21.6018
10886.3689,10992.454,-106.0851
2867.826,2890.406,-22.58
7517.6202,7592.57,-74.9498
14395.8008,14546.277,-150.4762
3254.2125,3257.272,-3.0595
2337.1787,2337.18,-0.0013
5471.7387,5495.635,-23.8963
6137.2525,6186.621,-49.3685
2065.2485,2072.5,-7.2515
1847.3409,1849.882,-2.5411
4349.3357,4351.342,-2.0063
2445.8779,2468.105,-22.2271
3665.7979,3689.574,-23.7761
1018.6185,1062.62,-44.0015
3969.2038,3992.389,-23.1852
1173.3419,1228.793,-55.4511
2599.5987,2706.381,-106.7823
18734.4174,18852.853,-118.4356
19460.2594,19649.736,-189.4766
38272.5165,38478.598,-206.0815
10298.3625,10336.542,-38.1795
9864.5507,9897.396,-32.8453
7820.685,7856.245,-35.56
25955.47,26074.632,-119.162
17370.6185,17421.589,-50.9705
8183.8278,8211.623,-27.7952
1920.0093,1920.013,-0.0037
4459.5787,4494.385,-34.8063
12287.7896,12318.684,-30.8944
1725.5231,1744.796,-19.2729
7651.9368,7699.543,-47.6062
5324.918,5326.495,-1.577
7358.7461,7431.083,-72.3369
8646.4689,8686.441,-39.9721
7377.9388,7425.604,-47.6652
7732.9199,7797.472,-64.5521
7120.8767,7150.636,-29.7593
7648.7702,7659.958,-11.1878
4611.8918,4627.337,-15.4452
7823.612,7866.717,-43.105
2164.6628,2211.899,-47.2362
5155.9608,5200.309,-44.3482
3894.09,3910.144,-16.054
9824.9961,9892.418,-67.4219
6680.1605,6703.591,-23.4305
2482.3059,2514.133,-31.8271
5049.3326,5081.433,-32.1004
25190.1875,25445.124,-254.9365
14895.4299,14980.777,-85.3471
3991.8786,4003.612,-11.7334
6916.6856,6962.842,-46.1564
3771.6859,3778.402,-6.7161
2849.771,2853.529,-3.758
20755.586,20883.844,-128.258
18435.9925,18581.223,-145.2305
6489.6436,6525.575,-35.9314
22244.2436,22474.333,-230.0894
4537.7328,4607.459,-69.7262
6283.5243,6301.509,-17.9847
3795.8379,3833.023,-37.1851
9208.6602,9253.621,-44.9608
2782.1206,2799.769,-17.6484
25604.9623,25708.906,-103.9437
15686.5434,15826.775,-140.2316
6875.9573,6886.994,-11.0367
4409.9172,4446.109,-36.1918
10228.5169,10379.842,-151.3251
5192.8429,5203.851,-11.0081
8083.208,8142.138,-58.93
2528.4129,2527.972,0.4409
9072.702,9165.406,-92.704
22686.5957,22815.527,-128.9313
7700.413,7727.987,-27.574
18415.0059,18540.031,-125.0251
3362.7863,3372.013,-9.2267
13971.7266,14032.827,-61.1004
3751.5136,3795.526,-44.0124
6444.2067,6488.556,-44.3493
1051.8986,1141.156,-89.2574
4042.2823,4075.742,-33.4597
4832.1572,4914.766,-82.6088
12458.7698,12611.506,-152.7362
10130.0555,10169.077,-39.0215
4175.8714,4199.135,-23.2636
4350.2493,4352.798,-2.5487
2404.1876,2427.746,-23.5584
5194.9484,5257.549,-62.6006
14381.6861,14433.338,-51.6519
3774.4064,3791.036,-16.6296
